,matricola,nome,cognome,qualifica,dipartimento,data_assunzione,data_di_nascita,classe_laurea,data_laurea,classe_dottorato,data_dottorato
170,638665,Mercedes,Cannizzaro,Strong understanding of change control and configuration management, Software Testing,2015-08-18 08:17:06,1999-11-05 13:46:23,Master of Science (MS),2020-08-08 17:11:17,Business Administration,2027-10-29 13:46:23.686382
171,624398,Silvia,Rosmini,Strong financial analysis and forecasting skills, Cloud Services,2023-06-28 13:59:30,1999-07-12 08:13:45,Associate of Social Work (ASW),2019-09-20 10:58:45,,
172,132525,Ugo,Pertini,Knowledge of talent management and succession planning, Internal Audit,2021-09-08 08:00:43,2000-12-25 02:16:46,Associate of Arts (AA),2021-06-18 09:14:17,,
173,416657,Benvenuto,Garibaldi,Experience with process improvement and optimization, Customer Success,2018-07-17 04:12:14,1999-06-30 23:16:39,Associate of Arts (AA),2021-06-22 08:05:00,History,2027-06-23 23:16:39.026296
174,865431,Lina,Giorgetti,Ability to manage product launches and releases, Outsourcing,2017-06-27 00:05:22,2000-03-21 15:50:41,Bachelor of Education (BEd),2022-10-28 05:52:29,History,2028-03-14 15:50:41.607003
175,988116,Gianna,Prodi,Knowledge of market trends and competitive analysis, Corporate Strategy,2019-10-30 14:46:04,1993-12-23 11:22:16,Associate of Science (AS),2022-10-05 19:40:16,English Literature,2023-04-25 19:30:50.000000
176,574738,Rosario,Napolitano,Experience with quality assurance and control processes, Engineering Design,2016-03-25 05:12:58,1999-08-16 07:43:25,Master of Computer Science (MCS),2020-02-04 19:12:29,,
177,456462,Liliana,Carocci,Knowledge of social media platforms and marketing techniques, Strategic Planning,2017-07-25 03:54:25,1995-08-12 22:25:12,Bachelor of Arts (BA),2017-09-15 17:04:45,,
178,155735,Jacopo,Treccani,Knowledge of IT infrastructure and networking, Finance,2023-04-18 14:08:26,1996-11-12 00:51:47,Certificate in Culinary Arts,2018-12-29 05:06:06,,
179,150126,Concetta,Morandi,Strong understanding of change control and configuration management, Manufacturing Engineering,2022-08-18 00:18:38,2002-12-27 16:39:36,,,,
180,278298,Danilo,Abba,Ability to conduct competitive intelligence and analysis, Workplace Culture,2022-12-04 13:40:41,1994-08-07 13:38:53,,,,
181,703490,Silvestro,Lamborghini,Experience with customer service management tools, Talent Management,2016-01-20 05:02:57,1993-10-09 18:35:35,,,,
182,630710,Daria,Catenazzi,Ability to manage product launches and releases, Corporate Social Responsibility,2020-07-16 23:39:28,1998-12-05 21:56:41,Associate of Social Work (ASW),2020-03-24 14:40:02,,
183,64693,Paloma,Endrizzi,Knowledge of employee performance evaluation techniques, User Experience,2017-03-11 15:24:19,2002-11-02 18:39:41,,,,
184,278820,Liana,Lanfranchi,Strong understanding of inventory management principles, E-commerce,2017-05-02 14:08:46,1999-06-09 02:41:35,Bachelor of Business Administration (BBA),2021-11-07 20:08:59,,
185,479188,Gioachino,Aloisio,Ability to multitask and prioritize effectively, Cybersecurity,2017-08-28 20:03:00,2002-06-03 19:22:47,Diploma in Electrical Engineering,2023-07-13 19:15:02,,
186,403622,Sole,Lombardo,Strong understanding of organizational development principles, Communications,2023-05-27 16:30:36,1998-01-18 22:07:50,,,,
187,31869,Ferdinando,Sermonti,Ability to manage product launches and releases, Corporate Training,2023-02-02 06:16:26,1999-09-29 18:42:09,Diploma in Electrical Engineering,2021-01-29 13:12:21,,
188,805821,Corrado,Travaglia,Knowledge of marketing strategies and techniques, Performance Management,2021-12-15 18:20:22,1997-01-09 03:37:49,,,,
189,647241,Margherita,Turati,Analytical and critical thinking skills, Sustainability,2017-05-11 21:56:18,1998-08-27 02:02:18,Master of Education (MEd),2021-05-25 00:28:14,,
190,69787,Liliana,Strangio,Knowledge of lean manufacturing principles, Brand Management,2015-03-10 07:57:37,1997-05-24 03:18:02,,,,
191,477115,Napoleone,Camanni,Experience with e-commerce platforms and technologies, User Experience,2023-03-01 11:30:55,1994-11-17 03:36:08,Master of Engineering (ME),2021-06-09 09:40:43,,
192,510779,Vincentio,Guariento,Ability to work in a fast-paced environment, Online Community Management,2018-07-23 13:42:44,1996-12-09 19:08:54,,,,
193,63962,Lidia,Littizzetto,Ability to develop and implement diversity and inclusion initiatives, Risk Management,2021-11-20 16:23:39,1998-05-21 04:35:16,,,,
194,97682,Massimiliano,Littizzetto,Experience with ERP systems and implementation, Outsourcing,2022-09-27 11:58:29,1995-03-05 12:20:15,Bachelor of Business Administration (BBA),2016-05-25 23:07:40,,
195,299359,Lina,Babato,Proficient in Microsoft Office Suite, Facilities Management,2018-03-16 15:57:45,1999-10-24 00:50:54,,,,
196,9537,Santino,Pacillo,Excellent customer service skills, Network Operations,2015-02-07 16:54:59,1998-06-25 13:59:49,Master of Business Administration (MBA),2019-02-06 11:06:37,,
197,992841,Danilo,Pertile,Experience with e-commerce platforms and technologies, Compliance,2019-09-27 19:16:36,1995-05-15 19:53:37,Doctor of Law (JD),2018-08-26 03:05:19,,
198,859452,Lilla,Tomei,Team player with strong collaboration abilities, Data Management,2020-09-18 09:33:14,1999-02-13 23:54:59,,,,
199,682779,Claudia,Bataglia,Knowledge of regulatory requirements and compliance, Supplier Relations,2020-02-02 23:39:52,1996-09-06 03:24:14,,,,
200,510371,Mirco,Segrè,Strong sales and negotiation skills, Research and Development,2019-10-05 23:18:40,1994-01-13 05:28:41,,,,
201,180763,Achille,Bergoglio,Strong decision-making abilities, Facilities Planning,2022-12-07 10:32:45,1996-06-19 19:59:46,Associate of Business Administration (ABA),2023-06-23 06:07:24,Political Science,2024-06-12 19:59:46.093164
202,269753,Concetta,Dovara,Strong negotiation and conflict resolution skills, Procurement,2022-07-30 08:26:24,1997-06-01 03:54:40,,,,
203,364696,Lodovico,Oliboni,Ability to manage cross-functional projects, Claims and Insurance,2017-06-25 01:39:54,2000-10-30 12:40:56,Master of Arts (MA),2021-09-11 08:20:13,,
204,748340,Martina,Morosini,Team player with strong collaboration abilities, Social Media Management,2019-05-02 20:05:05,2001-09-04 00:41:16,Associate of Nursing (AN),2022-07-08 17:19:14,,
205,230429,Daria,Giannone,Ability to identify and mitigate risks, Internal Communications,2020-04-10 04:11:08,2000-02-04 11:52:43,,,,
206,895327,Lara,Ritacca,Experience with product lifecycle management, Corporate Strategy,2017-12-27 06:45:31,1995-05-30 22:23:22,,,,
207,701274,Gioele,Tarchetti,Strong sales and negotiation skills, Cloud Services,2017-06-06 19:00:59,1994-09-04 02:15:33,,,,
208,341839,Giulio,Cesaroni,Excellent customer service skills, Facilities Management,2015-02-22 17:49:54,1999-09-06 23:28:08,Diploma in Business Administration,2023-03-14 05:51:48,,
209,457825,Piermaria,Brancaccio,Experience with ERP systems and implementation, Talent Acquisition,2022-05-18 02:10:40,2002-05-25 12:42:28,,,,
210,512165,Eugenia,Volterra,Ability to develop and implement sustainability initiatives, Quality Assurance,2022-10-19 18:45:43,1997-12-19 05:30:36,,,,
211,477579,Bianca,Cabrini,Experience with risk assessment and management, Data Science,2019-06-11 09:12:31,1998-05-31 02:03:22,Certificate in Project Management,2021-09-21 22:28:12,,
212,88185,Ranieri,Nicoletti,Knowledge of software development methodologies, Public Relations,2019-02-13 03:30:33,1998-07-24 14:48:40,,,,
213,722725,Giada,Leonardi,Ability to manage and resolve conflicts, Branding and Advertising,2021-09-15 04:46:39,2001-04-26 11:09:09,Diploma in Fashion Design,2021-07-13 09:52:33,,
214,162811,Angelica,Tomasetti,Knowledge of intellectual property laws and regulations, Training and Development,2017-10-28 12:16:14,1995-04-24 15:12:22,,,,
215,608109,Ferdinando,Mazzanti,Strong understanding of inventory management principles, Sales,2021-12-08 14:48:53,2001-01-27 02:07:12,Bachelor of Architecture (BArch),2022-09-07 13:26:10,,
216,308392,Nanni,Scarpa,Creative thinking and innovation, Learning and Development,2016-11-07 16:13:26,1996-09-07 23:49:32,Master of Science (MS),2019-10-28 01:04:23,English Literature,2024-08-31 23:49:32.622001
217,342643,Amleto,Mogherini,Team player with strong collaboration abilities, Corporate Governance,2021-04-30 16:19:54,2000-06-06 04:06:17,,,,
218,407186,Diana,Cavalcanti,Strong attention to quality and accuracy, Branding and Advertising,2019-12-05 21:01:05,1994-04-03 18:34:55,,,,
219,147986,Ugo,Andreotti,Ability to develop and execute social media strategies, Marketing,2016-12-09 23:42:21,1994-11-07 04:40:40,,,,
220,608338,Hugo,Galiazzo,Knowledge of employee performance evaluation techniques, Training and Development,2018-08-16 12:14:24,1994-02-04 20:03:18,,,,
221,308320,Ludovica,Serraglio,Knowledge of IT infrastructure and networking, Supplier Relations,2021-01-22 06:14:42,1998-11-21 12:18:19,Bachelor of Architecture (BArch),2022-11-26 05:42:15,,
222,426951,Barbara,Mastandrea,Experience with product lifecycle management, Sales Operations,2017-10-16 10:02:26,2002-09-12 14:20:54,Doctor of Pharmacy (PharmD),2022-09-18 16:39:01,Philosophy,2030-09-05 14:20:54.839037
223,133709,Gianluigi,Curiel,Knowledge of talent acquisition and recruitment strategies, Training and Development,2019-10-25 00:43:05,1994-03-30 17:32:48,,,,
224,53852,Jolanda,Muratori,Leadership qualities, Employee Relations,2017-04-11 23:23:00,2000-11-26 18:42:00,,,,
225,189817,Milena,Varano,Ability to develop and implement diversity and inclusion initiatives, Media Relations,2022-03-27 06:26:06,1995-06-01 18:45:15,,,,
226,436068,Lorenzo,Disdero,Knowledge of regulatory requirements and compliance, Communications,2022-07-07 23:31:38,1998-11-14 11:36:14,Diploma in Business Administration,2020-12-29 07:56:16,,
227,523853,Carmelo,Ciampi,Experience with customer relationship management (CRM) systems, Learning and Development,2021-09-29 05:19:11,1997-09-20 18:40:27,,,,
228,988378,Benvenuto,Cagnotto,Ability to develop and implement training programs, Manufacturing Engineering,2019-01-29 13:44:39,2001-01-28 17:52:11,,,,
229,718856,Cesare,Tamburi,Knowledge of intellectual property laws and regulations, Incident Response,2019-02-26 19:37:51,1996-03-04 18:59:17,Diploma in Hospitality Management,2016-06-25 07:26:50,,
230,27902,Tatiana,Cagnin,Strong interpersonal skills, IT,2022-11-06 08:24:35,1999-06-21 06:44:22,,,,
231,884470,Tullio,Tolentino,Experience with e-commerce platforms and technologies, Health and Safety,2021-06-19 22:43:07,2001-08-27 20:17:44,Bachelor of Education (BEd),2022-11-02 12:27:53,,
232,950410,Virgilio,Antonucci,Strong understanding of data governance principles, Intellectual Property,2021-10-28 14:25:27,2000-02-14 17:50:16,,,,
233,731765,Amanda,Maglio,Strong understanding of organizational development principles, Information Security,2020-09-15 03:33:17,1996-12-30 16:21:09,Doctor of Medicine (MD),2018-02-12 06:45:03,,
234,354487,Francesca,Pederiva,Team player with strong collaboration abilities, Strategic Planning,2017-12-10 22:42:31,1999-02-09 16:45:43,,,,
235,294527,Ernesto,Brambilla,Ability to meet deadlines, Data Management,2020-02-10 03:18:05,1997-12-09 19:16:12,Doctor of Philosophy (PhD),2019-09-04 06:19:37,Environmental Science,2025-12-02 19:16:12.159744
236,963000,Annibale,Finotto,Knowledge of supply chain management principles, Product Support,2018-07-20 22:38:50,1996-09-30 10:52:59,,,,
237,364173,Antonietta,Battaglia,Ability to work independently, Tax,2023-04-20 14:11:12,2002-11-14 20:00:07,,,,
238,196874,Raffaellino,Golino,"Knowledge of sustainability reporting frameworks (e.g., GRI)", Learning and Development,2022-07-11 09:57:14,2002-10-20 04:18:51,Master of Social Work (MSW),2022-11-24 05:47:42,,
239,881060,Ninetta,Nitti,Strong financial analysis and forecasting skills, Design,2016-10-22 20:14:42,2001-04-19 13:51:21,Master of Nursing (MN),2022-04-27 21:22:35,Engineering,2029-04-12 13:51:21.491922
240,337286,Luciano,Boldù,Knowledge of regulatory compliance and reporting, Workplace Culture,2021-06-01 12:46:42,2000-01-18 04:18:20,Associate of Business Administration (ABA),2021-05-21 21:29:55,Psychology,2028-01-11 04:18:20.717018
241,791444,Adelasia,Majorana,Strong sales and negotiation skills, Quality Assurance,2017-10-12 17:00:33,2000-09-24 22:59:25,,,,
242,996263,Oreste,Trapani,Knowledge of industry-specific software or tools, Internal Communications,2018-08-12 07:32:31,1994-10-06 14:58:08,Bachelor of Business Administration (BBA),2015-11-23 13:12:17,,
243,681977,Antonella,Mondadori,Ability to manage cross-functional projects, Data Analytics,2019-10-15 07:41:56,1993-08-05 09:54:59,,,,
244,803591,Dino,Panatta,Experience with data governance and compliance frameworks, Product Marketing,2018-06-13 09:15:40,2001-06-06 13:58:22,Diploma in Early Childhood Education,2022-12-04 23:02:46,,
245,134177,Tatiana,Carullo,Knowledge of financial modeling and forecasting techniques, Mobile App Development,2019-01-18 06:22:26,2001-09-08 13:07:58,,,,
246,174359,Pietro,Tagliafierro,Knowledge of financial principles and practices, Regulatory Affairs,2017-02-04 18:51:44,1997-03-14 04:04:56,,,,
247,713453,Ennio,Carfagna,Ability to develop and implement marketing campaigns, Strategic Planning,2018-06-09 18:15:49,2002-08-09 13:12:54,,,,
248,321557,Enrico,Cicala,Strong organizational and time management skills, Customer Service,2016-04-17 08:27:42,1998-01-07 03:08:34,,,,
249,782280,Salvatore,Fabrizi,Proficient in Microsoft Office Suite, Internal Audit,2021-09-19 08:11:43,1995-05-03 12:13:51,,,,
250,38574,Elmo,Veneziano,Ability to manage and resolve conflicts, Data Science,2015-06-21 16:02:05,1997-01-13 15:54:15,,,,
251,707104,Chiara,Fuseli,Ability to develop and implement training programs, Event Management,2017-08-11 14:25:52,1994-10-06 20:52:12,,,,
252,395023,Gilberto,Rosiello,"Strong understanding of IT service management frameworks (e.g., ITIL)", Market Expansion,2018-01-10 11:28:05,1996-03-29 06:22:23,Diploma in Fashion Design,2019-05-22 06:31:21,,
253,947685,Nico,Liguori,Experience with data governance and compliance frameworks, Sales Operations,2017-08-07 08:28:07,1999-10-31 11:50:34,,,,
254,156183,Goffredo,Baggio,Ability to meet deadlines, Network Operations,2018-07-16 05:22:36,1998-01-24 18:10:25,,,,
255,740195,Carlo,Padovano,Strong understanding of software testing methodologies, Business Intelligence,2017-05-10 23:08:37,1999-12-30 16:34:37,Associate of Business Administration (ABA),2022-05-17 06:06:55,,
256,886101,Bianca,Stefanelli,Strong written and verbal communication skills, Software Engineering,2019-07-03 12:06:20,1997-08-06 13:18:33,,,,
257,351865,Elmo,Zetticci,Knowledge of intellectual property laws and regulations, Corporate Communications,2022-02-21 09:52:54,2002-03-05 10:11:39,Doctor of Pharmacy (PharmD),2023-05-04 20:48:02,,
258,926905,Elisa,Mondaini,Experience with data modeling and database management, Cloud Services,2022-04-29 08:14:09,2000-06-12 09:25:47,,,,
259,409328,Cirillo,Goldoni,Strong project coordination and scheduling skills, Product Support,2023-06-08 09:42:36,2001-04-26 06:07:31,,,,
260,912345,Fredo,Pratesi,Ability to work with cross-functional teams, Digital Marketing,2015-11-15 19:25:15,1997-04-30 15:41:00,,,,
261,998044,Cassandra,Federici,Team player with strong collaboration abilities, Data Science,2021-08-14 00:09:59,1996-05-30 14:37:03,,,,
262,216288,Renata,Finzi,Experience with customer experience (CX) design and optimization, Data Management,2022-12-27 16:26:16,1997-05-20 09:47:29,Bachelor of Nursing (BN),2023-03-10 09:48:57,,
263,448190,Monica,Gregori,Attention to detail and accuracy, Incident Response,2023-03-20 23:52:24,1996-04-09 05:22:58,Diploma in Hospitality Management,2019-12-03 09:10:21,,
264,163535,Giuseppina,Antonelli,Knowledge of agile software development methodologies, Corporate Strategy,2017-09-05 15:47:09,1998-10-15 17:41:54,,,,
265,578665,Antonella,Pacillo,Experience with data governance and compliance frameworks, Customer Service,2017-12-31 12:09:26,1995-01-12 18:13:36,Doctor of Pharmacy (PharmD),2017-01-31 06:44:36,,
266,242077,Morena,Abate,Master's degree or higher, Claims and Insurance,2022-04-28 05:31:25,1999-08-22 07:24:43,Certificate in Project Management,2022-03-10 06:56:51,,
267,523284,Donatello,Morandini,Strong written and verbal communication skills, Procurement,2022-01-26 01:19:12,1996-11-26 09:10:38,Diploma in Early Childhood Education,2019-09-09 11:09:15,Education,2024-11-19 09:10:38.762626
268,680269,Luciano,Ferraris,Experience with data privacy and security measures, Financial Planning and Analysis,2017-01-15 00:14:07,2001-09-26 03:34:37,,,,
269,432623,Serena,Filippelli,Bachelor's degree in a relevant field, Content Creation,2020-08-08 09:47:32,2001-02-17 11:52:03,Master of Fine Arts (MFA),2022-07-13 19:56:42,,
270,101782,Federica,Callegari,Ability to manage product launches and releases, Sales,2020-06-30 17:26:39,1996-03-24 09:05:31,Bachelor of Fine Arts (BFA),2017-10-25 07:39:53,Business Administration,2024-03-17 09:05:31.505170
